Firstname	nconst	tconst	rating	imdbid	id	title	year	directors	writers	averageRating	numVotes	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	Lastname	birthYear	deathYear	primaryProfession	knownForTitles	name	proportion_male	proportion_female	gender	year_min	year_max
Janice	nm0439739	tt0092752	3	0092752	3781	Chipmunk Adventure, The	1987	nm0439739	nm0439739,nm0046559,nm0046564	7.2	4478	movie	The Chipmunk Adventure	The Chipmunk Adventure	0	1987	\N	77	Adventure,Animation,Comedy	Karman	1954	\N	actress,producer,writer	tt1615918,tt3496230,tt2974918,tt0092752	Janice	0.0029	0.9971	female	1880	1992
Jared	nm0381478	tt0374900	1	0374900	2323	Napoleon Dynamite	2004	nm0381478	nm0381478,nm1415801	6.9	173694	movie	Napoleon Dynamite	Napoleon Dynamite	0	2004	\N	96	Comedy	Hess	1979	\N	writer,director,producer	tt0457510,tt2461150,tt0374900,tt1161418	Jared	0.9951	0.0049	male	1880	1992
Jared	nm1714788	tt2304517	3	2304517	4342	Bikini Spring Break	2012	nm1714788	nm1714788,nm0783119	3.1	1597	video	Bikini Spring Break	Bikini Spring Break	0	2012	\N	87	Comedy	Cohn	NA	\N	actor,director,writer	tt6744988,tt2240312,tt3924782,tt1869315	Jared	0.9951	0.0049	male	1880	1992
Jared	nm0381478	tt0457510	0	0457510	2026	Nacho Libre	2006	nm0381478	nm0381478,nm1415801,nm0925234	5.7	71236	movie	Nacho Libre	Nacho Libre	0	2006	\N	92	Comedy,Family,Sport	Hess	1979	\N	writer,director,producer	tt0457510,tt2461150,tt0374900,tt1161418	Jared	0.9951	0.0049	male	1880	1992
Jared	nm1714788	tt4145324	3	4145324	6229	Bound	2015	nm1714788	nm1714788,nm3226880	3.5	1718	movie	Bound	Bound	0	2015	\N	91	Drama,Thriller	Cohn	NA	\N	actor,director,writer	tt6744988,tt2240312,tt3924782,tt1869315	Jared	0.9951	0.0049	male	1880	1992
Jared	nm1474337	tt2094155	0	2094155	4478	Dead Man&#39;s Burden	2012	nm1474337	nm1474337	5.5	468	movie	Dead Man's Burden	Dead Man's Burden	0	2012	\N	93	Drama,Western	Moshe	NA	\N	producer,writer,director	tt1580021,tt1185371,tt2094155,tt4400994	Jared	0.9951	0.0049	male	1880	1992
Jason	nm0000867	tt2097331	3	2097331	6889	Family Fang	2015	nm0000867	nm2951052,nm1865755	6.1	5973	movie	The Family Fang	The Family Fang	0	2015	\N	105	Comedy,Drama,Mystery	Bateman	1969	\N	actor,producer,director	tt2948356,tt0367279,tt0467406,tt1499658	Jason	0.9945	0.0055	male	1880	1992
Jason	nm2605255	tt1996211	0	1996211	2863	Chasing Legends	2010	nm2605255	nm2605255	7.7	126	movie	Chasing Legends	Chasing Legends	0	2010	\N	93	Documentary,Sport	Berry	NA	\N	director,writer,cinematographer	tt0133302,tt1996211,tt1714821,tt0993013	Jason	0.9945	0.0055	male	1880	1992
Jason	nm1875808	tt1836212	1	1836212	5294	All Superheroes Must Die	2011	nm1875808	nm1875808	4	1881	movie	All Superheroes Must Die	All Superheroes Must Die	0	2011	\N	78	Sci-Fi,Thriller	Trost	NA	\N	actor,writer,director	tt1836212,tt1296373,tt3466248,tt1091179	Jason	0.9945	0.0055	male	1880	1992
Jason	nm1320215	tt1574639	1	1574639	4128	Predicament	2010	nm1320215	nm0606302,nm1320215	5.4	195	movie	Predicament	Predicament	0	2010	\N	\N	Comedy,Crime	Stutter	NA	\N	writer,director,editor	tt1441259,tt3952108,tt1574639,tt0352925	Jason	0.9945	0.0055	male	1880	1992
Jason	nm4941030	tt3387542	3	3387542	6856	Forest, The	2016	nm4941030	nm4528537,nm0180506,nm2406892	4.8	32168	movie	The Forest	The Forest	0	2016	\N	93	Horror,Mystery,Thriller	Zada	NA	\N	director,writer,editor	tt3387542,tt2272372,tt2290689,tt1958043	Jason	0.9945	0.0055	male	1880	1992
Jason	nm1664088	tt0417614	3	0417614	2297	Dreamland	2006	nm1664088	nm1661902	6.4	2295	movie	Dreamland	Dreamland	0	2006	\N	88	Drama	Matzner	NA	\N	director,cinematographer,writer	tt1849080,tt5820888,tt3031976,tt0417614	Jason	0.9945	0.0055	male	1880	1992
Jason	nm2639032	tt1640459	0	1640459	3534	Hobo with a Shotgun	2011	nm2639032	nm3851113	6.1	39936	movie	Hobo with a Shotgun	Hobo with a Shotgun	0	2011	\N	86	Action,Comedy,Horror	Eisener	NA	\N	director,editor,writer	tt1343750,tt1640459,tt0462322,tt2450186	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0718646	tt1625346	3	1625346	2952	Young Adult	2011	nm0718646	nm1959505	6.3	68972	movie	Young Adult	Young Adult	0	2011	\N	94	Comedy,Drama	Reitman	1977	\N	producer,director,writer	tt0427944,tt0467406,tt1193138,tt1625346	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0601337	tt1981677	3	1981677	3578	Pitch Perfect	2012	nm0601337	nm0134224,nm3015467	7.2	238291	movie	Pitch Perfect	Pitch Perfect	0	2012	\N	112	Comedy,Music,Romance	Moore	1970	\N	director,actor,writer	tt1981677,tt2841532,tt5910746,tt1850457	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0934864	tt1334512	2	1334512	2194	Arthur	2011	nm0934864	nm0063165,nm0330619	5.7	47492	movie	Arthur	Arthur	0	2011	\N	110	Comedy,Romance	Winer	NA	\N	producer,director,writer	tt1819509,tt1826940,tt1442437,tt4384086	Jason	0.9945	0.0055	male	1880	1992
Jason	nm2417204	tt4247740	3	4247740	6156	Three Es, The	2015	nm2417204	nm2417204	7.9	28	movie	The Three Es	The Three Es	0	2015	\N	88	Drama	Aaron	NA	\N	actor,miscellaneous,director	tt4247740,tt0966592,tt0299930,tt0257516	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0718646	tt1193138	2	1193138	578	Up in the Air	2009	nm0718646	nm1174529,nm0718646,nm1417242	7.4	286907	movie	Up in the Air	Up in the Air	0	2009	\N	109	Drama,Romance	Reitman	1977	\N	producer,director,writer	tt0427944,tt0467406,tt1193138,tt1625346	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0718646	tt0467406	3	0467406	9	Juno	2007	nm0718646	nm1959505	7.5	445862	movie	Juno	Juno	0	2007	\N	96	Comedy,Drama	Reitman	1977	\N	producer,director,writer	tt0427944,tt0467406,tt1193138,tt1625346	Jason	0.9945	0.0055	male	1880	1992
Jason	nm0718646	tt0427944	1	0427944	414	Thank You for Smoking	2005	nm0718646	nm0718646,nm1740772	7.6	200289	movie	Thank You for Smoking	Thank You for Smoking	0	2005	\N	92	Comedy,Drama	Reitman	1977	\N	producer,director,writer	tt0427944,tt0467406,tt1193138,tt1625346	Jason	0.9945	0.0055	male	1880	1992
Javi	nm1802054	tt1056444	0	1056444	2078	Damn Bastard!	2008	nm1802054	nm1802054,nm1783331	6.7	48	movie	Damn Bastard!	¡Maldito bastardo!	0	2008	\N	83	Comedy,Horror	Camino	1982	\N	director,writer,editor	tt1056444,tt1521856,tt2517734,tt0438805	Javi	1	0	male	1880	1992
Javier	nm0275250	tt1206285	3	1206285	6946	Camino	2008	nm0275250	nm0275250	7.6	3952	movie	Camino	Camino	0	2008	\N	138	Drama	Fesser	NA	\N	director,writer,editor	tt4075428,tt2857458,tt1206285,tt0151572	Javier	0.9921	0.0079	male	1880	1992
Javier	nm1659906	tt1368491	3	1368491	1577	Undertow	2009	nm1659906	nm1659906	7.8	5609	movie	Undertow	Contracorriente	0	2009	\N	97	Drama,Romance	Fuentes-León	NA	\N	miscellaneous,director,writer	tt3424914,tt0467894,tt1533034,tt1368491	Javier	0.9921	0.0079	male	1880	1992
Jay	nm0005366	tt0427152	1	0427152	1407	Dinner for Schmucks	2010	nm0005366	nm1115862,nm1911349,nm0891554	5.9	85821	movie	Dinner for Schmucks	Dinner for Schmucks	0	2010	\N	114	Comedy	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt0212338	2	0212338	2562	Meet the Parents	2000	nm0005366	nm0322839,nm0164898,nm0381272,nm0357453	7	279345	movie	Meet the Parents	Meet the Parents	0	2000	\N	108	Comedy,Romance	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0523239	tt0448179	3	0448179	23	Wild Things: Diamonds in the Rough	2005	nm0523239	nm0403577,nm1062366,nm0002983	4.6	4132	video	Wild Things: Diamonds in the Rough	Wild Things: Diamonds in the Rough	0	2005	\N	87	Crime,Drama,Mystery	Lowi	NA	\N	director,producer,writer	tt0238137,tt6012446,tt0193690,tt0427016	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0646515	tt3060952	3	3060952	7428	Justice League: WAR	2014	nm0646515	nm1236620,nm0424315,nm1504567,nm0931659,nm0796950,nm0795975,nm0004170,nm0277730,nm0551376,nm0938379,nm1303925,nm0456158,nm0112357,nm0408639,nm0437314,nm0666548,nm1189346,nm1189825,nm1304148,nm1572769,nm1791910,nm3095779,nm4240496,nm4243936,nm4888297,nm6035527	7.3	23191	video	Justice League: War	Justice League: War	0	2014	\N	79	Action,Adventure,Animation	Oliva	NA	\N	art_department,director,actor	tt0451279,tt0974015,tt3501632,tt2313197	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0151540	tt0486551	3	0486551	6401	Beerfest	2006	nm0151540	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479	6.3	57583	movie	Beerfest	Beerfest	0	2006	\N	110	Comedy	Chandrasekhar	1968	\N	director,actor,writer	tt0486551,tt0247745,tt0331953,tt0377818	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt0290002	3	0290002	5210	Meet the Fockers	2004	nm0005366	nm0322839,nm0164898,nm0381272,nm0405190,nm0357453	6.3	226946	movie	Meet the Fockers	Meet the Fockers	0	2004	\N	115	Comedy,Romance	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt3203606	3	3203606	6565	Trumbo	2015	nm0005366	nm0573695,nm6983391	7.5	62970	movie	Trumbo	Trumbo	0	2015	\N	124	Biography,Drama	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt0118655	2	0118655	5	Austin Powers: International Man of Mystery	1997	nm0005366	nm0000196	7	196146	movie	Austin Powers: International Man of Mystery	Austin Powers: International Man of Mystery	0	1997	\N	94	Adventure,Comedy	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0999415	tt1680051	3	1680051	5253	Alyce Kills	2011	nm0999415	nm0999415	5.5	2553	movie	Alyce Kills	Alyce	0	2011	\N	90	Horror,Thriller	Lee	NA	\N	editor,cinematographer,director	tt0303287,tt0960890,tt1680051,tt0498386	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0751221	tt0283084	3	0283084	1529	Tuck Everlasting	2002	nm0751221	nm0044810,nm0509340,nm0366337	6.7	19225	movie	Tuck Everlasting	Tuck Everlasting	0	2002	\N	90	Drama,Family,Fantasy	Russell	1960	\N	director,producer,writer	tt0349710,tt0760329,tt0156812,tt0283084	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt1790886	1	1790886	3496	Campaign, The	2012	nm0005366	nm0376260,nm3347197,nm0570912	6.1	113504	movie	The Campaign	The Campaign	0	2012	\N	85	Comedy	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt0145660	1	0145660	6	Austin Powers: The Spy Who Shagged Me	1999	nm0005366	nm0000196,nm0567112	6.6	193782	movie	Austin Powers: The Spy Who Shagged Me	Austin Powers: The Spy Who Shagged Me	0	1999	\N	95	Action,Adventure,Comedy	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0151540	tt0247745	1	0247745	1754	Super Troopers	2001	nm0151540	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479	7.1	82226	movie	Super Troopers	Super Troopers	0	2001	\N	100	Comedy,Crime,Mystery	Chandrasekhar	1968	\N	director,actor,writer	tt0486551,tt0247745,tt0331953,tt0377818	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0646515	tt2313197	3	2313197	3835	Batman: The Dark Knight Returns, part 1	2012	nm0646515	nm0004170,nm0588340,nm2744748,nm0329213,nm0277730,nm1047603,nm1189346,nm2241067,nm6286885	8	42999	video	Batman: The Dark Knight Returns, Part 1	Batman: The Dark Knight Returns, Part 1	0	2012	\N	76	Action,Adventure,Animation	Oliva	NA	\N	art_department,director,actor	tt0451279,tt0974015,tt3501632,tt2313197	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0005366	tt0295178	1	0295178	4	Austin Powers in Goldmember	2002	nm0005366	nm0000196,nm0567112	6.2	174498	movie	Austin Powers in Goldmember	Austin Powers in Goldmember	0	2002	\N	94	Action,Adventure,Comedy	Roach	1957	\N	producer,director,writer	tt0118655,tt0290002,tt0212338,tt0145660	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0505409	tt0098546	1	0098546	4036	UHF	1989	nm0505409	nm0946148,nm0505409,nm1411461	7	22631	movie	UHF	UHF	0	1989	\N	97	Comedy,Drama	Levey	NA	\N	producer,director,miscellaneous	tt0384783,tt0132902,tt0168453,tt0098546	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0646515	tt2820466	2	2820466	7207	Justice League: The Flashpoint Paradox	2013	nm0646515	nm0471172,nm0424315,nm1572769,nm0796950,nm0795975,nm0004170,nm0277730,nm0551376,nm3542504,nm0918816,nm0456158,nm0938379,nm1303925,nm1504567,nm2483598,nm0060872,nm0112357,nm0228492,nm0408639,nm0437314,nm0918852,nm1054960,nm1182415,nm1189346,nm1189825,nm1304148,nm1318885,nm1541845,nm1740477,nm1791910,nm2476081,nm3095779,nm3109021,nm3952812,nm4240496,nm4243936,nm4566640,nm6291729,nm7826284,nm8374624,nm9082621	8.2	32569	video	Justice League: The Flashpoint Paradox	Justice League: The Flashpoint Paradox	0	2013	\N	75	Action,Adventure,Animation	Oliva	NA	\N	art_department,director,actor	tt0451279,tt0974015,tt3501632,tt2313197	Jay	0.9866	0.0134	male	1880	1992
Jay	nm0999415	tt0960890	3	0960890	2269	Zombie Strippers!	2008	nm0999415	nm0999415	4.1	16434	movie	Zombie Strippers	Zombie Strippers	0	2008	\N	94	Comedy,Horror,Sci-Fi	Lee	NA	\N	editor,cinematographer,director	tt0303287,tt0960890,tt1680051,tt0498386	Jay	0.9866	0.0134	male	1880	1992
Jayme	nm0598173	tt2401711	3	2401711	4642	O Tempo e o Vento	2013	nm0598173	nm0747752,nm0895160,nm1311694	6.3	594	movie	Time and the Wind	O Tempo e o Vento	0	2013	\N	115	Drama,Romance,War	Monjardim	1956	\N	director,producer,miscellaneous	tt0289800,tt0757116,tt0420362,tt0196811	Jayme	0.214	0.786	female	1880	1992
Jean	nm0168413	tt0054377	1	0054377	3294	Testament of Orpheus	1960	nm0168413	nm0168413	7.4	2170	movie	Testament of Orpheus	Le testament d'Orphée, ou ne me demandez pas pourquoi!	0	1960	\N	77	Biography	Cocteau	1889	1963	writer,actor,director	tt0058650,tt0038348,tt0042436,tt0041719	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0719756	tt0031885	3	0031885	3089	Rules of the Game, The	1939	nm0719756	nm0719756,nm0002569	8.1	22640	movie	The Rules of the Game	La règle du jeu	0	1939	\N	110	Comedy,Drama	Renoir	1894	1979	writer,director,actor	tt0031885,tt0029957,tt0027336,tt0028950	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0624535	tt0047969	3	0047969	1693	Daddy Long Legs	1955	nm0624535	nm0258290,nm0258288,nm0916914	6.7	2936	movie	Daddy Long Legs	Daddy Long Legs	0	1955	\N	126	Musical,Romance	Negulesco	1900	1993	director,writer,assistant_director	tt0040495,tt0045891,tt0046435,tt0047969	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0624535	tt0045891	3	0045891	4909	How to Marry a Millionaire	1953	nm0624535	nm0425913,nm0015399,nm0262368,nm0016534	7	17336	movie	How to Marry a Millionaire	How to Marry a Millionaire	0	1953	\N	95	Comedy,Drama,Romance	Negulesco	1900	1993	director,writer,assistant_director	tt0040495,tt0045891,tt0046435,tt0047969	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0168413	tt0041719	2	0041719	3295	Orpheus	1950	nm0168413	nm0168413	8	8322	movie	Orpheus	Orphée	0	1950	\N	95	Drama,Fantasy,Romance	Cocteau	1889	1963	writer,actor,director	tt0058650,tt0038348,tt0042436,tt0041719	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0719756	tt0022718	1	0022718	2767	Boudu Saved from Drowning	1932	nm0719756	nm0268988,nm0719756,nm0884152	7.5	4347	movie	Boudu Saved from Drowning	Boudu sauvé des eaux	0	1932	\N	85	Comedy	Renoir	1894	1979	writer,director,actor	tt0031885,tt0029957,tt0027336,tt0028950	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0897118	tt0024844	0	0024844	1795	L&#39;atalante	1934	nm0897118	nm0347447,nm0729960,nm0897118	7.9	11727	movie	L'Atalante	L'Atalante	0	1934	\N	89	Comedy,Drama,Romance	Vigo	1905	1934	writer,director,editor	tt0022462,tt0021576,tt0024803,tt0024844	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0624535	tt0044100	3	0044100	4510	Take Care of My Little Girl	1951	nm0624535	nm0258493,nm0258525,nm0328938	6.7	236	movie	Take Care of My Little Girl	Take Care of My Little Girl	0	1951	\N	93	Drama	Negulesco	1900	1993	director,writer,assistant_director	tt0040495,tt0045891,tt0046435,tt0047969	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0624535	tt0047580	3	0047580	4048	Three Coins in the Fountain	1954	nm0624535	nm0665875,nm0781186	6.3	2540	movie	Three Coins in the Fountain	Three Coins in the Fountain	0	1954	\N	102	Drama	Negulesco	1900	1993	director,writer,assistant_director	tt0040495,tt0045891,tt0046435,tt0047969	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0065449	tt1455151	1	1455151	1519	La tete en friche	2010	nm0065449	nm0065449,nm0196362,nm3527765	7.2	5986	movie	My Afternoons with Margueritte	La tête en friche	0	2010	\N	82	Comedy,Drama	Becker	1933	\N	director,writer,actor	tt0086655,tt0825244,tt0996930,tt1455151	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0065449	tt0825244	1	0825244	6286	Dialogue avec mon jardinier	2007	nm0065449	nm0065449,nm0181924,nm2244089,nm0598336	7.1	2739	movie	Conversations with My Gardener	Dialogue avec mon jardinier	0	2007	\N	109	Comedy,Drama	Becker	1933	\N	director,writer,actor	tt0086655,tt0825244,tt0996930,tt1455151	Jean	0.0376	0.9624	female	1880	1992
Jean	nm0719756	tt0021739	3	0021739	6030	La Chienne	1931	nm0719756	nm0320630,nm0610207,nm0478579,nm0719756	7.7	2749	movie	La Chienne	La chienne	0	1931	\N	91	Drama	Renoir	1894	1979	writer,director,actor	tt0031885,tt0029957,tt0027336,tt0028950	Jean	0.0376	0.9624	female	1880	1992
Jeff	nm0123009	tt1942798	3	1942798	6658	Alien Tornado	2012	nm0123009	nm0083590	3.2	836	tvMovie	Tornado Warning	Alien Tornado	0	2012	\N	90	Action,Sci-Fi,Thriller	Burr	NA	\N	director,actor,writer	tt0101130,tt0099994,tt0098385,tt0110913	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0523094	tt0785007	3	0785007	5244	Over Her Dead Body	2008	nm0523094	nm0523094	5.2	22334	movie	Over Her Dead Body	Over Her Dead Body	0	2008	\N	95	Comedy,Fantasy,Romance	Lowell	NA	\N	producer,writer,miscellaneous	tt4998212,tt0455967,tt0115369,tt3514886	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0437596	tt0088000	1	0088000	5751	Revenge of the Nerds	1984	nm0437596	nm0582481,nm0854185,nm0951599,nm0119542	6.6	43072	movie	Revenge of the Nerds	Revenge of the Nerds	0	1984	\N	90	Comedy	Kanew	1944	\N	director,editor,writer	tt0098519,tt0092105,tt0088000,tt0103184	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0698251	tt0192023	1	0192023	2335	Finder&#39;s Fee	2001	nm0698251	nm0698251,nm0347732	6.5	1977	movie	Finder's Fee	Finder's Fee	0	2001	\N	100	Drama,Thriller	Probst	1961	\N	producer,actor,director	tt0239195,tt1978332,tt0280132,tt0316717	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0905592	tt0384286	3	0384286	7625	Cry_Wolf	2005	nm0905592	nm0905592,nm0062149	5.9	24041	movie	Cry Wolf	Cry Wolf	0	2005	\N	90	Drama,Horror,Mystery	Wadlow	1976	\N	producer,writer,director	tt1023111,tt1650554,tt1542768,tt0384286	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm1337885	tt5666304	3	5666304	7735	Little Hours, The	2017	nm1337885	nm1337885	5.9	8423	movie	The Little Hours	The Little Hours	0	2017	\N	90	Comedy,Romance	Baena	1977	\N	writer,director,actor	tt4661798,tt2581244,tt0356721,tt5666304	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0513790	tt1520453	3	1520453	5536	Twelve Thirty	2010	nm0513790	nm0513790	4.6	181	movie	Twelve Thirty	Twelve Thirty	0	2010	\N	120	Drama	Lipsky	NA	\N	director,writer,executive	tt0432290,tt2313398,tt1520453,tt0115880	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0905592	tt1650554	3	1650554	4470	Kick-Ass 2	2013	nm0905592	nm0905592,nm2092839,nm1348210	6.6	223785	movie	Kick-Ass 2	Kick-Ass 2	0	2013	\N	103	Action,Comedy,Crime	Wadlow	1976	\N	producer,writer,director	tt1023111,tt1650554,tt1542768,tt0384286	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0437596	tt0098519	3	0098519	849	Troop Beverly Hills	1989	nm0437596	nm0652398,nm0635873,nm0643315	5.6	8085	movie	Troop Beverly Hills	Troop Beverly Hills	0	1989	\N	105	Adventure,Comedy	Kanew	1944	\N	director,editor,writer	tt0098519,tt0092105,tt0088000,tt0103184	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0088121	tt0114395	3	0114395	3027	Serving in Silence	1995	nm0088121	nm0189105	7.2	903	tvMovie	Serving in Silence: The Margarethe Cammermeyer Story	Serving in Silence: The Margarethe Cammermeyer Story	0	1995	\N	91	Biography,Drama	Bleckner	1943	\N	director,producer,writer	tt0293437,tt0114395,tt0166322,tt2770480	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm2158772	tt4669986	3	4669986	7278	Loving	2016	nm2158772	nm2158772	7	23587	movie	Loving	Loving	0	2016	\N	123	Biography,Drama,Romance	Nichols	1978	\N	writer,director,producer	tt1675192,tt2649554,tt1935179,tt4669986	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0001099	tt0180679	0	0180679	1776	Escanaba in da Moonlight	2001	nm0001099	nm0001099,nm0764393	6.5	1537	movie	Escanaba in da Moonlight	Escanaba in da Moonlight	0	2001	\N	91	Comedy,Fantasy	Daniels	1955	\N	actor,soundtrack,writer	tt0367089,tt0099052,tt0109686,tt0089853	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm2158772	tt1675192	3	1675192	2833	Take Shelter	2011	nm2158772	nm2158772	7.4	77726	movie	Take Shelter	Take Shelter	0	2011	\N	121	Drama,Thriller	Nichols	1978	\N	writer,director,producer	tt1675192,tt2649554,tt1935179,tt4669986	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm1199954	tt1160996	1	1160996	4542	Colony, The	2013	nm1199954	nm1199954,nm3118508,nm0850610,nm2100946	5.3	38309	movie	The Colony	The Colony	0	2013	\N	95	Action,Horror,Sci-Fi	Renfroe	NA	\N	director,producer,editor	tt1319736,tt0317042,tt0446298,tt1160996	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm2158772	tt0952682	3	0952682	6828	Shotgun Stories	2007	nm2158772	nm2158772	7.3	8506	movie	Shotgun Stories	Shotgun Stories	0	2007	\N	92	Drama,Thriller	Nichols	1978	\N	writer,director,producer	tt1675192,tt2649554,tt1935179,tt4669986	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0088121	tt2770480	3	2770480	5845	Remember Sunday	2013	nm0088121	nm0440476,nm0607454	7	9508	tvMovie	Remember Sunday	Remember Sunday	0	2013	\N	96	Drama,Romance	Bleckner	1943	\N	director,producer,writer	tt0293437,tt0114395,tt0166322,tt2770480	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm0871860	tt0493430	1	0493430	1302	Jackass Number Two	2006	nm0871860	nm0871860,nm0005069,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0257424,nm0569199,nm1274310,nm1029269,nm3245936,nm0225164,nm0696093,nm2268192,nm0498982,nm1435812,nm0519671,nm9086223	7.1	60092	movie	Jackass Number Two	Jackass Number Two	0	2006	\N	92	Action,Comedy,Documentary	Tremaine	NA	\N	producer,writer,director	tt0493430,tt1116184,tt0322802,tt3063516	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm2158772	tt2649554	1	2649554	6783	Midnight Special	2016	nm2158772	nm2158772	6.6	61218	movie	Midnight Special	Midnight Special	0	2016	\N	112	Drama,Mystery,Sci-Fi	Nichols	1978	\N	writer,director,producer	tt1675192,tt2649554,tt1935179,tt4669986	Jeff	0.9978	0.0022	male	1880	1992
Jeff	nm2158772	tt1935179	1	1935179	4115	Mud	2013	nm2158772	nm2158772	7.4	148457	movie	Mud	Mud	0	2012	\N	130	Drama	Nichols	1978	\N	writer,director,producer	tt1675192,tt2649554,tt1935179,tt4669986	Jeff	0.9978	0.0022	male	1880	1992
Jeffrey	nm0998825	tt1412528	3	1412528	7490	Table 19	2017	nm0998825	nm0243233,nm0243231,nm0998825	5.8	15742	movie	Table 19	Table 19	0	2017	\N	87	Comedy,Drama,Romance	Blitz	NA	\N	director,producer,writer	tt0334405,tt0477078,tt0386676,tt1412528	Jeffrey	0.9963	0.0037	male	1880	1992
Jeffrey	nm0394944	tt3764966	3	3764966	6399	Teen Beach 2	2015	nm0394944	nm1103326,nm2785000,nm0073504,nm0394911,nm1479803,nm1479948	6.4	2338	tvMovie	Teen Beach 2	Teen Beach 2	0	2015	\N	104	Family,Musical	Hornaday	1956	\N	miscellaneous,director,actor	tt3764966,tt1835977,tt0106519,tt2325989	Jeffrey	0.9963	0.0037	male	1880	1992
Jeffrey	nm0907835	tt5834660	3	5834660	7564	Dance Academy: The Movie	2017	nm0907835	nm1787259	7	567	movie	Dance Academy: The Movie	Dance Academy: The Movie	0	2017	\N	101	Drama	Walker	1982	\N	actor,director,producer	tt2782692,tt5834660,tt1442437,tt1596589	Jeffrey	0.9963	0.0037	male	1880	1992
Jennie	nm0515255	tt0100332	3	0100332	1441	Paris is Burning	1990	nm0515255	\N	8.1	6424	movie	Paris Is Burning	Paris Is Burning	0	1990	\N	71	Documentary	Livingston	NA	\N	director,editor,producer	tt0454982,tt0100332,tt4255450,tt0493067	Jennie	0.0039	0.9961	female	1880	1992
Jennifer	nm0528337	tt0106471	1	0106471	1517	Boxing Helena	1993	nm0528337	nm0129310,nm0528337	4.6	10240	movie	Boxing Helena	Boxing Helena	0	1993	\N	107	Drama,Mystery,Romance	Lynch	1968	\N	director,writer,producer	tt0409345,tt1989475,tt1244093,tt0106471	Jennifer	0.0033	0.9967	female	1880	1992
